Hotel,Hotel Latitude,Hotel Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
The Roxy Hotel,40.71934055853672,-74.00504389888542,Aire Ancient Baths,40.718141411641234,-74.00494121234846,Spa
The Roxy Hotel,40.71934055853672,-74.00504389888542,The Django,40.71936473752016,-74.00488004789766,Lounge
The Roxy Hotel,40.71934055853672,-74.00504389888542,Gotan,40.719217148322926,-74.00664210319519,Café
The Roxy Hotel,40.71934055853672,-74.00504389888542,Pepolino,40.72091120041498,-74.00515242264551,Italian Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Spring Studios,40.72091513513113,-74.00620692903254,Event Space
The Roxy Hotel,40.71934055853672,-74.00504389888542,Macao Trading Co.,40.719759,-74.003981,Asian Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Terra Wine Bar,40.7192683,-74.0065046,Wine Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,Two Hands Restaurant & Bar,40.71793729407671,-74.0056947993655,Australian Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,La Colombe Torrefaction,40.719829,-74.003854,Coffee Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,Paul's Cocktail Lounge,40.719562606558206,-74.005035117036,Nightclub
The Roxy Hotel,40.71934055853672,-74.00504389888542,The Drama League Theater Center,40.72005407894268,-74.00433873644653,Theater
The Roxy Hotel,40.71934055853672,-74.00504389888542,The Roxy Hotel,40.71934055853672,-74.00504389888542,Hotel
The Roxy Hotel,40.71934055853672,-74.00504389888542,Barry's Bootcamp,40.721128035611365,-74.00539755821228,Gym / Fitness Center
The Roxy Hotel,40.71934055853672,-74.00504389888542,Y7 Studio - Tribeca,40.7178305720227,-74.0062042065723,Gym / Fitness Center
The Roxy Hotel,40.71934055853672,-74.00504389888542,Brandy Library,40.719952,-74.007412,Whisky Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,Frenchette,40.719596,-74.005786,French Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,The Roxy Hotel Bar,40.7193935332575,-74.00492368351038,Cocktail Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,Maman,40.71897320131639,-74.00626391172409,French Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,SKY TING YOGA,40.71812415369316,-74.00305076100503,Yoga Studio
The Roxy Hotel,40.71934055853672,-74.00504389888542,Bâtard,40.719624,-74.005788,Modern European Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Blue in Green,40.720819039579546,-74.0030216371939,Men's Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Grandaisy Bakery,40.7200760835469,-74.00565061546854,Bakery
The Roxy Hotel,40.71934055853672,-74.00504389888542,Walker's,40.71980919292731,-74.00685377052856,Burger Joint
The Roxy Hotel,40.71934055853672,-74.00504389888542,Belle Reve,40.719527614151524,-74.00441549272927,Cocktail Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,Sweet Lily,40.71914305111835,-74.00653736323514,Spa
The Roxy Hotel,40.71934055853672,-74.00504389888542,Everyman Espresso,40.72137,-74.004377,Coffee Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,Roman and Williams Guild,40.72021445902561,-74.00230129895583,Furniture / Home Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Shigure,40.718805651441315,-74.00511283615627,Sake Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,Blue Bottle Coffee,40.718354999999995,-74.002215,Coffee Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,The Roxy Hotel Cinema,40.71938099356035,-74.00488259672493,Movie Theater
The Roxy Hotel,40.71934055853672,-74.00504389888542,Playgarden,40.71820176415592,-74.00524750889353,Playground
The Roxy Hotel,40.71934055853672,-74.00504389888542,Jack's Stir Brew,40.719352068475175,-74.00507493983466,Coffee Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,AQUA Studio NY,40.718044219549576,-74.00460466459401,Gym / Fitness Center
The Roxy Hotel,40.71934055853672,-74.00504389888542,American Whiskey,40.71892639175016,-74.00672015035789,Gastropub
The Roxy Hotel,40.71934055853672,-74.00504389888542,Thom Browne,40.71925699425601,-74.00838913928574,Men's Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Sacred Tattoo,40.719682883306085,-74.00175759058459,Tattoo Parlor
The Roxy Hotel,40.71934055853672,-74.00504389888542,UFC NYC - SoHo,40.71932383938399,-74.00177756502949,Boxing Gym
The Roxy Hotel,40.71934055853672,-74.00504389888542,Atera,40.71675176130724,-74.00571150855457,Molecular Gastronomy Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Farra,40.717018127441406,-74.00563049316406,Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,La Mercerie,40.72021170000001,-74.00213080000002,French Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Tribeca Park,40.720220337356935,-74.00544611976716,Park
The Roxy Hotel,40.71934055853672,-74.00504389888542,Eden Day Spa,40.7181413,-74.0025244,Spa
The Roxy Hotel,40.71934055853672,-74.00504389888542,Jeffrey Deitch,40.72155035748187,-74.00334954345144,Art Gallery
The Roxy Hotel,40.71934055853672,-74.00504389888542,Canal Sound & Light,40.720118169536875,-74.00288747098746,Electronics Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Hotel
The Roxy Hotel,40.71934055853672,-74.00504389888542,Crunch - Tribeca,40.717195410510364,-74.00512799620634,Gym / Fitness Center
The Roxy Hotel,40.71934055853672,-74.00504389888542,Poke Bowl,40.72145609102901,-74.00491194927729,Poke Place
The Roxy Hotel,40.71934055853672,-74.00504389888542,Playing Mantis,40.71986531739122,-74.00764214097352,Toy / Game Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Billy's Bakery,40.717893769266055,-74.0044555917205,Bakery
The Roxy Hotel,40.71934055853672,-74.00504389888542,Au Cheval,40.71807461768801,-74.0019744088625,American Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Nancy Whiskey Pub,40.720637245095666,-74.00514170397815,Dive Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,CrossFit 212,40.71805284050912,-74.00475220100614,Gym / Fitness Center
The Roxy Hotel,40.71934055853672,-74.00504389888542,Anotheroom,40.719934444414406,-74.00563280724778,Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,SoHo Grand Hotel Club Room,40.721958007618014,-74.00425217359967,Cocktail Bar
The Roxy Hotel,40.71934055853672,-74.00504389888542,Square Diner,40.71845686309483,-74.00683271655127,Diner
The Roxy Hotel,40.71934055853672,-74.00504389888542,Cafe Bari,40.71941185347321,-74.00193748552685,Café
The Roxy Hotel,40.71934055853672,-74.00504389888542,Petrarca Cucina E Vino,40.71893504048736,-74.00494019532849,Italian Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Harley-Davidson of New York City,40.717994786538576,-74.00298552496766,Motorcycle Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,Mmuseumm,40.71733263447613,-74.00287628173828,Museum
The Roxy Hotel,40.71934055853672,-74.00504389888542,Gourmet Garage,40.71725579230746,-74.00311820017257,Gourmet Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,Water4Dogs Rehabilitation Center,40.71683833242527,-74.00592175519765,Medical Center
The Roxy Hotel,40.71934055853672,-74.00504389888542,K&M Camera,40.717649610813076,-74.0033381987711,Camera Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Tutto Il Giorno Tribeca,40.71865547863606,-74.006215076712,Italian Restaurant
The Roxy Hotel,40.71934055853672,-74.00504389888542,Think Coffee,40.71690888950524,-74.00393447886529,Coffee Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,Planet Fitness,40.72057474635559,-74.00398732733551,Gym / Fitness Center
The Roxy Hotel,40.71934055853672,-74.00504389888542,Battery Dance,40.71798399071495,-74.00283803914724,Dance Studio
The Roxy Hotel,40.71934055853672,-74.00504389888542,Matchaful,40.721143,-74.00392099999999,Tea Room
The Roxy Hotel,40.71934055853672,-74.00504389888542,Otte,40.71991808482237,-74.0078845553236,Boutique
The Roxy Hotel,40.71934055853672,-74.00504389888542,Palace Skateboards,40.72017925229732,-74.00202812615092,Clothing Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Sawada Coffee,40.718067943806524,-74.00200117832283,Coffee Shop
The Roxy Hotel,40.71934055853672,-74.00504389888542,Soho Art Materials,40.721309210398786,-74.00362994497029,Arts & Crafts Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Stadium Goods,40.71995513856335,-74.0020520257337,Shoe Store
The Roxy Hotel,40.71934055853672,-74.00504389888542,Liberated Movement,40.717989767274354,-74.00286058645817,Dance Studio
The Roxy Hotel,40.71934055853672,-74.00504389888542,Cafe Atelier,40.719726,-74.00856,Café
The Roxy Hotel,40.71934055853672,-74.00504389888542,Tower Research Capital Roof,40.71816191684928,-74.00364077097366,Roof Deck
The Roxy Hotel,40.71934055853672,-74.00504389888542,Art in General,40.71816497224203,-74.00202951471842,Art Gallery
The Roxy Hotel,40.71934055853672,-74.00504389888542,Exhibit C.,40.717189004019055,-74.00304158929684,Social Club
The Roxy Hotel,40.71934055853672,-74.00504389888542,TriBeCa MedSpa,40.719807,-74.008312,Spa
The Roxy Hotel,40.71934055853672,-74.00504389888542,Peep Show,40.71805432623303,-74.00194823741913,Speakeasy
Crosby Street Hotel,40.72301050973039,-73.99745413751765,McNally Jackson Books,40.72349313279467,-73.99604818258018,Bookstore
Crosby Street Hotel,40.72301050973039,-73.99745413751765,McNally Jackson Store: Goods For The Study,40.722694313325015,-73.99598697945778,Paper / Office Supplies Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Rubirosa Ristorante,40.72270625453151,-73.99595719792266,Italian Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,CAVA,40.72192791798716,-73.99651188343245,Mediterranean Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,MoMA Design Store,40.72273658211859,-73.99795434756109,Gift Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,19 Cleveland,40.72160778167724,-73.99724900722504,Mediterranean Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Ruby's Café,40.722292,-73.996248,Australian Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Champion Pizza,40.721637542248196,-73.99747002195814,Pizza Place
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Taïm Falafel and Smoothie Bar,40.721936090419106,-73.99627935019758,Falafel Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Rachel Comey,40.723493042939545,-73.99715109432377,Boutique
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Crosby Street Hotel,40.72301050973039,-73.99745413751765,Hotel
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Eileen's Special Cheesecake,40.72159493364086,-73.99749153217225,Bakery
Crosby Street Hotel,40.72301050973039,-73.99745413751765,SoulCycle SoHo,40.72189927604923,-73.99871671615028,Cycle Studio
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Housing Works Bookstore Cafe,40.72467539483391,-73.9966368227625,Café
Crosby Street Hotel,40.72301050973039,-73.99745413751765,A.P.C.,40.724413061269416,-73.998758045974,Clothing Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,sweetgreen,40.7211844,-73.9971105,Salad Place
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Lure Fishbar,40.724703,-73.9983278,Seafood Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Balthazar,40.72272353497926,-73.99816997062293,French Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Emporio,40.72263320366371,-73.99512464627406,Italian Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,La Esquina,40.72159769818963,-73.99747136388419,Mexican Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,La Colombe Coffee Roasters,40.72392928985302,-73.99631464401689,Coffee Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Equinox SoHo,40.72397271279325,-73.9970421147778,Gym
Crosby Street Hotel,40.72301050973039,-73.99745413751765,rag & bone,40.7240219,-73.9992457,Clothing Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,John Fluevog Shoes,40.72332413723415,-73.99574126079213,Shoe Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Santa Maria Novella,40.7243262516142,-73.99596111973847,Gift Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Despaña,40.72114442373172,-73.99796266127038,Spanish Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Soho Sanctuary,40.72394634799279,-73.9991874597926,Spa
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Georgetown Cupcake,40.72373721901756,-73.99933920166615,Cupcake Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Osteria Morini,40.72199,-73.99779,Italian Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Balthazar Bakery,40.72279382122749,-73.99826965556194,Bakery
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Jack's Wife Freda,40.722022,-73.997528,Mediterranean Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Sam Edelman,40.72358027474581,-73.99980126543394,Shoe Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Prada,40.72446757891161,-73.99818314779806,Boutique
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Allbirds,40.722538991656485,-73.99774680020082,Shoe Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Parm,40.72311702749351,-73.99579143672962,Italian Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Nike Soho,40.7232968,-73.9990337,Sporting Goods Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,& Other Stories,40.72450020303176,-73.99765431370375,Boutique
Crosby Street Hotel,40.72301050973039,-73.99745413751765,The Crosby Bar,40.72297955751241,-73.99732413690482,Hotel Bar
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Café Leon Dore,40.722157,-73.99606,Café
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Shobha,40.7248688,-73.9968682,Spa
Crosby Street Hotel,40.72301050973039,-73.99745413751765,UNIQLO,40.72337747547583,-73.99797416500556,Clothing Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Sant Ambroeus,40.72340098362672,-73.99676947648368,Italian Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,by CHLOE.,40.72277,-73.9972,Vegetarian / Vegan Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Pasquale Jones,40.7210784,-73.9967554,Pizza Place
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Little Cupcake Bakeshop,40.72295058086946,-73.99491007902327,Cupcake Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Mercer Kitchen,40.72468796609349,-73.99867503501252,American Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,"DECIEM, The Abnormal Beauty Company",40.72278964532097,-73.9947825729136,Cosmetics Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Mulberry Iconic Magazines,40.72114011227856,-73.99654874369917,Newsstand
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Elizabeth Street Garden,40.72213773713652,-73.99474431471144,Garden
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Mercer Hotel,40.724827682731956,-73.99855256080627,Hotel
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Devachan Salon and Deva Spa,40.7212401,-73.9990059,Salon / Barbershop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Prince Street Pizza,40.72309326145674,-73.99452729447745,Pizza Place
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Stick With Me,40.721304,-73.995474,Chocolate Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Harney & Sons,40.721451,-73.999394,Tea Room
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Despaña Vinos,40.72099430928725,-73.99788785263247,Wine Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Café Gitane,40.723159,-73.994732,French Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Saint Laurent,40.723439803446915,-74.00034506285132,Boutique
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Y-3,40.724014692496475,-74.00006138222038,Sporting Goods Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Madewell,40.72155694395523,-73.99971205607466,Women's Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Parisi Bakery Delicatessen,40.721091,-73.995596,Sandwich Place
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Sonos,40.72451,-74.000056,Electronics Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Happy Bones,40.7206477431811,-73.9971250494221,Coffee Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,REI,40.7248327,-73.9953077,Outdoor Supply Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Cuyana,40.72297531041104,-73.99473604888759,Women's Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Café Habana,40.72279551055975,-73.9942170775005,Cuban Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,M'o Gelato,40.720695,-73.996622,Ice Cream Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,La Compagnie des Vins Surnaturels,40.720447943059405,-73.9979693380989,Wine Bar
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Kate Spade,40.722410163900825,-74.00066169080736,Women's Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Mother's Ruin,40.721382,-73.995059,Cocktail Bar
Crosby Street Hotel,40.72301050973039,-73.99745413751765,James Perse,40.722140182868095,-74.000518773803,Boutique
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Thai Diner,40.720739,-73.995631,Thai Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Saturdays NYC,40.720746,-73.999346,Clothing Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Patagonia,40.72333962437193,-74.00068110972599,Sporting Goods Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Outdoor Voices,40.72049,-73.998024,Clothing Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Estela,40.724681,-73.994725,American Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Aēsop,40.722817,-73.993969,Cosmetics Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Peasant,40.72172197017359,-73.99445044122072,Italian Restaurant
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Le Labo,40.723025198832346,-73.99404323590754,Cosmetics Shop
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Henrik Vibskov,40.72227892392316,-74.00087914573193,Boutique
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Polo Ralph Lauren,40.72519603270543,-73.9993999766865,Clothing Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Clare V,40.72315392021429,-73.99397107530905,Accessories Store
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Lovely Day,40.721835724881146,-73.99450364083316,Café
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Botanica Bar,40.72457213735245,-73.9945731818807,Dive Bar
Crosby Street Hotel,40.72301050973039,-73.99745413751765,Malin+Goetz,40.723162,-73.994079,Cosmetics Shop
Conrad New York Downtown,40.7150355,-74.0158397,Asphalt Green Battery Park City,40.715923644223366,-74.01467345576101,Athletics & Sports
Conrad New York Downtown,40.7150355,-74.0158397,"Waterfront Plaza, Brookfield Place",40.71324098127375,-74.01624118660538,Plaza
Conrad New York Downtown,40.7150355,-74.0158397,Teardrop Park,40.716843120089855,-74.01557592134671,Park
Conrad New York Downtown,40.7150355,-74.0158397,Brookfield Place (BFPL),40.71324018931094,-74.01519298553465,Shopping Mall
Conrad New York Downtown,40.7150355,-74.0158397,Regal Battery Park,40.71500399534887,-74.01493484218707,Movie Theater
Conrad New York Downtown,40.7150355,-74.0158397,Shake Shack,40.71532572032048,-74.01475032559945,Burger Joint
Conrad New York Downtown,40.7150355,-74.0158397,Conrad New York Downtown,40.7150355,-74.0158397,Hotel
Conrad New York Downtown,40.7150355,-74.0158397,North End Ave Dog Run,40.71687589247016,-74.01614906976579,Dog Run
Conrad New York Downtown,40.7150355,-74.0158397,Starbucks Reserve,40.71417,-74.015434,Coffee Shop
Conrad New York Downtown,40.7150355,-74.0158397,River Terrace playground,40.71582617002837,-74.01678653553448,Park
Conrad New York Downtown,40.7150355,-74.0158397,Battery Park City Playground,40.71608487770009,-74.01654817741635,Playground
Conrad New York Downtown,40.7150355,-74.0158397,Tartinery Summer House,40.71328,-74.015938,Lounge
Conrad New York Downtown,40.7150355,-74.0158397,Winter Garden Atrium,40.713308335330886,-74.01584201849887,Performing Arts Venue
Conrad New York Downtown,40.7150355,-74.0158397,Hudson River Trail,40.71366880565693,-74.01742037283613,Park
Conrad New York Downtown,40.7150355,-74.0158397,Sant Ambroeus,40.713742,-74.014092,Italian Restaurant
Conrad New York Downtown,40.7150355,-74.0158397,El Vez,40.71473,-74.01563,Mexican Restaurant
Conrad New York Downtown,40.7150355,-74.0158397,Le District Coffee,40.71328360114957,-74.01585448223682,Coffee Shop
Conrad New York Downtown,40.7150355,-74.0158397,Hudson Eats,40.712665971481435,-74.0159010887146,Food Court
Conrad New York Downtown,40.7150355,-74.0158397,Olive's,40.713199644315836,-74.0158572540602,Sandwich Place
Conrad New York Downtown,40.7150355,-74.0158397,Battery Park City Ballfields,40.71597881620529,-74.01360448846347,Baseball Field
Conrad New York Downtown,40.7150355,-74.0158397,Equinox Brookfield Place,40.712704,-74.014995,Gym
Conrad New York Downtown,40.7150355,-74.0158397,Num Pang Sandwich Shop,40.71272662965214,-74.01603156747436,Sandwich Place
Conrad New York Downtown,40.7150355,-74.0158397,Blue Smoke,40.714641818092,-74.01533201866637,BBQ Joint
Conrad New York Downtown,40.7150355,-74.0158397,Nelson A. Rockefeller Park,40.717501368742596,-74.01648044586182,Park
Conrad New York Downtown,40.7150355,-74.0158397,Dos Toros Taquería,40.71305792537555,-74.01597993429395,Burrito Place
Conrad New York Downtown,40.7150355,-74.0158397,Le District,40.71287830177591,-74.01563286781311,Food Court
Conrad New York Downtown,40.7150355,-74.0158397,Pier 46 @ Hudson River Park,40.71317346256471,-74.01600305325574,Park
Conrad New York Downtown,40.7150355,-74.0158397,Sprinkles New York - Brookfield Place,40.7129683,-74.0157018,Bakery
Conrad New York Downtown,40.7150355,-74.0158397,South Meadow,40.71578917249773,-74.01716215750204,Park
Conrad New York Downtown,40.7150355,-74.0158397,Institute of Culinary Education,40.71239942610876,-74.01597072237516,Cooking School
Conrad New York Downtown,40.7150355,-74.0158397,The New Stand,40.713402126593074,-74.01571285700368,Gift Shop
Conrad New York Downtown,40.7150355,-74.0158397,Mighty Quinn's BBQ,40.7125422,-74.0156663,BBQ Joint
Conrad New York Downtown,40.7150355,-74.0158397,Laughing Man Coffee & Tea,40.71475351814522,-74.01736807400145,Coffee Shop
Conrad New York Downtown,40.7150355,-74.0158397,Gucci,40.7132212,-74.0147736,Women's Store
Conrad New York Downtown,40.7150355,-74.0158397,Atrio New York,40.7150499,-74.0155621,Mediterranean Restaurant
Conrad New York Downtown,40.7150355,-74.0158397,The Palm,40.71634835194827,-74.01299813037697,Steakhouse
Conrad New York Downtown,40.7150355,-74.0158397,J.Crew,40.7141115,-74.015567,Clothing Store
Conrad New York Downtown,40.7150355,-74.0158397,Duck Pond WFC,40.71550825088807,-74.01701922537812,Park
Conrad New York Downtown,40.7150355,-74.0158397,Liberty Bistro,40.712642,-74.016064,Bistro
Conrad New York Downtown,40.7150355,-74.0158397,CHOPT,40.71293184533633,-74.01604331597196,Salad Place
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Sam Brocato Salon,40.72237108289381,-74.00256220830157,Salon / Barbershop
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,The Drawing Center,40.72239295664532,-74.00273018907352,Art Museum
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Pepolino,40.72091120041498,-74.00515242264551,Italian Restaurant
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Blue in Green,40.720819039579546,-74.0030216371939,Men's Store
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Spring Studios,40.72091513513113,-74.00620692903254,Event Space
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Pi Greek Bakerie,40.723515651165286,-74.00344360363695,Bakery
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,MarieBelle,40.72310132633388,-74.00247749675871,Dessert Shop
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Sunrise Mart,40.723192447123495,-74.00277519105448,Supermarket
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Leslie+Lohman Museum of Gay & Lesbian Art,40.72177971162039,-74.00316977960017,Art Gallery
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Acne Studios,40.72168782366483,-74.0022980335767,Clothing Store
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Barry's Bootcamp,40.721128035611365,-74.00539755821228,Gym / Fitness Center
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Hotel
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,MAMO Restaurant,40.72193956209533,-74.00398779229398,Italian Restaurant
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Jeffrey Deitch,40.72155035748187,-74.00334954345144,Art Gallery
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,JIMMY,40.72267138208952,-74.00481222939285,Cocktail Bar
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Theory,40.72226500650954,-74.00195580183504,Clothing Store
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Now or Never,40.722844,-74.004589,Café
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,The Vans DQM General,40.72136,-74.002115,Shoe Store
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Aurora,40.72342550635,-74.00327713154016,Italian Restaurant
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Gentle Monster,40.721826926983574,-74.00264432295556,Optical Shop
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,SoHo Grand Hotel Club Room,40.721958007618014,-74.00425217359967,Cocktail Bar
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,The Drama League Theater Center,40.72005407894268,-74.00433873644653,Theater
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Black Tap,40.7238388,-74.0041755,Burger Joint
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Everyman Espresso,40.72137,-74.004377,Coffee Shop
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Kirna Zabête,40.72268384096798,-74.00216009764425,Women's Store
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Pup Culture,40.72374242660474,-74.0038944592607,Pet Store
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Cipriani Downtown,40.723565299001635,-74.00277252633407,Italian Restaurant
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,SoHo Cigar Bar,40.7235674114707,-74.00435576924446,Bar
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Fjällräven,40.72164882720793,-74.00211651645733,Clothing Store
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,La Colombe Torrefaction,40.719829,-74.003854,Coffee Shop
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Macao Trading Co.,40.719759,-74.003981,Asian Restaurant
SoHo Grand Hotel,40.72197368736919,-74.0044641494751,Lupe's East LA Kitchen,40.72362183709194,-74.0047330033882,Mexican Restaurant
